"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"850768858432626688","","","2017-04-08 17:54:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Whenever I need cheering up Andrew's always there with nostalgic Pokémon songs. I miss my childhood...Kids today don't understand the feels.","","","",""
"850768409184935940","850647527288430592","3462273137","2017-04-08 17:52:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew Our song. ❤️","","","",""
"850057452926242816","850054321672683523","3462273137","2017-04-06 18:47:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew Oh my goddess! What the hell? 🤣","","","",""
"850052987074596864","850050637165461504","3462273137","2017-04-06 18:29:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew I can see the way, I see the way you look at me, and even when you look away I know you think of me. 😊","","","",""
"849582150068432896","","","2017-04-05 11:19:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSandrew: What if Goddess was one of us...? Lost and jaded like all of us...Sad and scared like all of us...Trying to make our way hom…","849450694692286469","3462273137","2017-04-05 02:36:42 +0000",""
"849281601443954689","849278629372710914","834134874470625280","2017-04-04 15:24:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SapphireMae13 Sorry..I know it's a sensitive subject....","","","",""
"849120748144930816","","","2017-04-04 04:45:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Just think...While you're at home right now in a warm cozy bed, someone out there's getting abducted and hacked to pieces.....","","","",""
"848931162307407877","","3462273137","2017-04-03 16:12:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew I can feel your emotions...😞 Hope you're okay....","","","",""
"848554803504570373","848539845328809984","3462273137","2017-04-02 15:16:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew You're one step closer, Andrew! I'm so proud of you! 😊","","","",""
"846953692758773760","","","2017-03-29 05:14:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm so happy for Andrew right now, you have no idea. 😊","","","",""
"846345082827653120","","","2017-03-27 12:56:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSandrew: Got this baby last night. You're the best, @EGS_Mackenzie! https://t.co/4zoAH0pWpu","846025704693252096","3462273137","2017-03-26 15:47:01 +0000","https://twitter.com/EGSandrew/status/846025704693252096/photo/1,https://twitter.com/EGSandrew/status/846025704693252096/photo/1"
"845345450559492097","845342644544978945","3462273137","2017-03-24 18:43:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew Th-that's the sweetest thing anyone's ever said to me......","","","",""
"845211928691703808","","","2017-03-24 09:53:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Andrew isn't crazy, just caught in the middle of two worlds and dimensions. People don't see or understand that...","","","",""
"843894277700816898","843886366962434049","3462273137","2017-03-20 18:37:29 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew Aww, it's so cute! What's in the background? It looks like a person. XD","","","",""
"843707616014622722","","","2017-03-20 06:15:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I can't get the ""what if's"" off of my mind...","","","",""
"843706717158498304","","","2017-03-20 06:12:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I could've gone on to do amazing things.I could've made a difference for people. Now I'm forced to be locked out of Earth in this dimension.","","","",""
"842070536721182740","","","2017-03-15 17:50:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Makes me smile like few others can. 😊 Idk where I'd be had I not found Andrew...I'd say how we met, but that's a story for another night. https://t.co/HYX178wSCd","","","","https://twitter.com/egsandrew/status/842052391608426497"
"841957800557350914","841729746669076480","767100483127222272","2017-03-15 10:22:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@shannonhogle1 I'm Andrew's friend, Mackenzie.","","","",""
"841726427548532738","","","2017-03-14 19:03:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thanks for all of the birthday wishes! Andrew, Sidney, and Froggy are taking me somewhere to celebrate. Should be fun! 😊","","","",""
"841724269608501249","841721855933325312","767100483127222272","2017-03-14 18:54:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@shannonhogle1 I think you're referring to @EGSandrew. 😆 I'm Mackenzie.","","","",""
"841720249300967424","841719609858379783","834134874470625280","2017-03-14 18:38:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SapphireMae13 @EGSandrew I love it! 😊 It really made my day. I'm sure others will like it too!","","","",""
